AbduceStrategy,Case,ChanceAnd,ChanceSplit,ChangePct,ChangedRatioMin,Changes,Explained,ExplainedPct,ExplainedRatioMax,Inconsistent,Microseconds,Nodes,Same,Strategy,Strokes,WhiteStrategy
min-in-deg-min-anc,431,0.75,0.25,85.71428571428571,1.0,18,1,100.0,1.0,0,4678971,21,true,min-in-deg-min-anc_min-ancestors,33,min-ancestors
rand,432,0.75,0.25,78.57142857142857,1.0,11,1,100.0,1.0,0,2635720,14,false,rand_min-ancestors,42,min-ancestors
min-in-degree,432,0.75,0.25,78.57142857142857,1.0,11,1,100.0,1.0,0,2633341,14,false,min-in-degree_min-ancestors,42,min-ancestors
max-in-degree,432,0.75,0.25,78.57142857142857,1.0,11,1,100.0,1.0,0,2621860,14,false,max-in-degree_min-ancestors,42,min-ancestors
min-ancestors,432,0.75,0.25,78.57142857142857,1.0,11,1,100.0,1.0,0,2549145,14,false,min-ancestors_min-ancestors,42,min-ancestors
max-ancestors,432,0.75,0.25,78.57142857142857,1.0,11,1,100.0,1.0,0,2726611,14,false,max-ancestors_min-ancestors,42,min-ancestors
min-anc-max-in-deg,432,0.75,0.25,78.57142857142857,1.0,11,1,100.0,1.0,0,2084172,14,false,min-anc-max-in-deg_min-ancestors,42,min-ancestors
max-in-deg-min-anc,432,0.75,0.25,78.57142857142857,1.0,11,1,100.0,1.0,0,2054573,14,false,max-in-deg-min-anc_min-ancestors,42,min-ancestors
min-anc-min-in-deg,432,0.75,0.25,78.57142857142857,1.0,11,1,100.0,1.0,0,2060459,14,false,min-anc-min-in-deg_min-ancestors,42,min-ancestors
min-in-deg-min-anc,432,0.75,0.25,78.57142857142857,1.0,11,1,100.0,1.0,0,2003908,14,false,min-in-deg-min-anc_min-ancestors,42,min-ancestors
rand,433,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1083902,15,true,rand_min-ancestors,15,min-ancestors
min-in-degree,433,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1125237,15,true,min-in-degree_min-ancestors,15,min-ancestors
max-in-degree,433,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1102012,15,true,max-in-degree_min-ancestors,15,min-ancestors
min-ancestors,433,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1623499,15,true,min-ancestors_min-ancestors,15,min-ancestors
max-ancestors,433,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1173107,15,true,max-ancestors_min-ancestors,15,min-ancestors
min-anc-max-in-deg,433,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1217123,15,true,min-anc-max-in-deg_min-ancestors,15,min-ancestors
max-in-deg-min-anc,433,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1175468,15,true,max-in-deg-min-anc_min-ancestors,15,min-ancestors
min-anc-min-in-deg,433,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1206120,15,true,min-anc-min-in-deg_min-ancestors,15,min-ancestors
min-in-deg-min-anc,433,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1185992,15,true,min-in-deg-min-anc_min-ancestors,15,min-ancestors
rand,434,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1062181,11,true,rand_min-ancestors,15,min-ancestors
min-in-degree,434,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1146320,11,true,min-in-degree_min-ancestors,15,min-ancestors
max-in-degree,434,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1036330,11,true,max-in-degree_min-ancestors,15,min-ancestors
min-ancestors,434,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1120661,11,true,min-ancestors_min-ancestors,15,min-ancestors
max-ancestors,434,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1052034,11,true,max-ancestors_min-ancestors,15,min-ancestors
min-anc-max-in-deg,434,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1075045,11,true,min-anc-max-in-deg_min-ancestors,15,min-ancestors
max-in-deg-min-anc,434,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1067116,11,true,max-in-deg-min-anc_min-ancestors,15,min-ancestors
min-anc-min-in-deg,434,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1068406,11,true,min-anc-min-in-deg_min-ancestors,15,min-ancestors
min-in-deg-min-anc,434,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1067240,11,true,min-in-deg-min-anc_min-ancestors,15,min-ancestors
rand,435,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,853173,35,true,rand_min-ancestors,59,min-ancestors
min-in-degree,435,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,842275,35,true,min-in-degree_min-ancestors,59,min-ancestors
max-in-degree,435,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,842105,35,true,max-in-degree_min-ancestors,59,min-ancestors
min-ancestors,435,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,838691,35,true,min-ancestors_min-ancestors,59,min-ancestors
max-ancestors,435,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,842011,35,true,max-ancestors_min-ancestors,59,min-ancestors
min-anc-max-in-deg,435,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,846734,35,true,min-anc-max-in-deg_min-ancestors,59,min-ancestors
max-in-deg-min-anc,435,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,851420,35,true,max-in-deg-min-anc_min-ancestors,59,min-ancestors
min-anc-min-in-deg,435,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,843334,35,true,min-anc-min-in-deg_min-ancestors,59,min-ancestors
min-in-deg-min-anc,435,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,841973,35,true,min-in-deg-min-anc_min-ancestors,59,min-ancestors
rand,436,0.75,0.25,70.0,1.0,7,1,100.0,1.0,0,886146,10,true,rand_min-ancestors,14,min-ancestors
min-in-degree,436,0.75,0.25,70.0,1.0,7,1,100.0,1.0,0,863557,10,true,min-in-degree_min-ancestors,14,min-ancestors
max-in-degree,436,0.75,0.25,70.0,1.0,7,1,100.0,1.0,0,856785,10,true,max-in-degree_min-ancestors,14,min-ancestors
min-ancestors,436,0.75,0.25,70.0,1.0,7,1,100.0,1.0,0,894132,10,true,min-ancestors_min-ancestors,14,min-ancestors
max-ancestors,436,0.75,0.25,70.0,1.0,7,1,100.0,1.0,0,879359,10,true,max-ancestors_min-ancestors,14,min-ancestors
min-anc-max-in-deg,436,0.75,0.25,70.0,1.0,7,1,100.0,1.0,0,893039,10,true,min-anc-max-in-deg_min-ancestors,14,min-ancestors
max-in-deg-min-anc,436,0.75,0.25,70.0,1.0,7,1,100.0,1.0,0,901912,10,true,max-in-deg-min-anc_min-ancestors,14,min-ancestors
min-anc-min-in-deg,436,0.75,0.25,70.0,1.0,7,1,100.0,1.0,0,1061256,10,true,min-anc-min-in-deg_min-ancestors,14,min-ancestors
min-in-deg-min-anc,436,0.75,0.25,70.0,1.0,7,1,100.0,1.0,0,984259,10,true,min-in-deg-min-anc_min-ancestors,14,min-ancestors
rand,437,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,216642,9,true,rand_min-ancestors,9,min-ancestors
min-in-degree,437,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,327643,9,true,min-in-degree_min-ancestors,9,min-ancestors
max-in-degree,437,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,333010,9,true,max-in-degree_min-ancestors,9,min-ancestors
min-ancestors,437,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,336565,9,true,min-ancestors_min-ancestors,9,min-ancestors
max-ancestors,437,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,330397,9,true,max-ancestors_min-ancestors,9,min-ancestors
min-anc-max-in-deg,437,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,408165,9,true,min-anc-max-in-deg_min-ancestors,9,min-ancestors
max-in-deg-min-anc,437,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,353351,9,true,max-in-deg-min-anc_min-ancestors,9,min-ancestors
min-anc-min-in-deg,437,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,342812,9,true,min-anc-min-in-deg_min-ancestors,9,min-ancestors
min-in-deg-min-anc,437,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,338978,9,true,min-in-deg-min-anc_min-ancestors,9,min-ancestors
rand,438,0.75,0.25,88.8888888888889,1.0,16,1,100.0,1.0,0,1782619,18,true,rand_min-ancestors,21,min-ancestors
min-in-degree,438,0.75,0.25,88.8888888888889,1.0,16,1,100.0,1.0,0,1933881,18,true,min-in-degree_min-ancestors,21,min-ancestors
max-in-degree,438,0.75,0.25,88.8888888888889,1.0,16,1,100.0,1.0,0,1934816,18,true,max-in-degree_min-ancestors,21,min-ancestors
min-ancestors,438,0.75,0.25,88.8888888888889,1.0,16,1,100.0,1.0,0,2121461,18,true,min-ancestors_min-ancestors,21,min-ancestors
max-ancestors,438,0.75,0.25,88.8888888888889,1.0,16,1,100.0,1.0,0,2013050,18,true,max-ancestors_min-ancestors,21,min-ancestors
min-anc-max-in-deg,438,0.75,0.25,88.8888888888889,1.0,16,1,100.0,1.0,0,1880373,18,true,min-anc-max-in-deg_min-ancestors,21,min-ancestors
max-in-deg-min-anc,438,0.75,0.25,88.8888888888889,1.0,16,1,100.0,1.0,0,2009723,18,true,max-in-deg-min-anc_min-ancestors,21,min-ancestors
min-anc-min-in-deg,438,0.75,0.25,88.8888888888889,1.0,16,1,100.0,1.0,0,1880125,18,true,min-anc-min-in-deg_min-ancestors,21,min-ancestors
min-in-deg-min-anc,438,0.75,0.25,88.8888888888889,1.0,16,1,100.0,1.0,0,2016973,18,true,min-in-deg-min-anc_min-ancestors,21,min-ancestors
rand,439,0.75,0.25,85.71428571428571,1.0,24,1,100.0,1.0,0,5318554,28,false,rand_min-ancestors,52,min-ancestors
min-in-degree,439,0.75,0.25,85.71428571428571,1.0,24,1,100.0,1.0,0,5252434,28,false,min-in-degree_min-ancestors,52,min-ancestors
max-in-degree,439,0.75,0.25,85.71428571428571,1.0,24,1,100.0,1.0,0,5074883,28,false,max-in-degree_min-ancestors,52,min-ancestors
min-ancestors,439,0.75,0.25,85.71428571428571,1.0,24,1,100.0,1.0,0,5447795,28,false,min-ancestors_min-ancestors,52,min-ancestors
max-ancestors,439,0.75,0.25,85.71428571428571,1.0,24,1,100.0,1.0,0,5793690,28,false,max-ancestors_min-ancestors,52,min-ancestors
min-anc-max-in-deg,439,0.75,0.25,85.71428571428571,1.0,24,1,100.0,1.0,0,4970819,28,false,min-anc-max-in-deg_min-ancestors,52,min-ancestors
max-in-deg-min-anc,439,0.75,0.25,85.71428571428571,1.0,24,1,100.0,1.0,0,5208123,28,false,max-in-deg-min-anc_min-ancestors,52,min-ancestors
min-anc-min-in-deg,439,0.75,0.25,89.28571428571429,1.04,25,1,100.0,1.0,0,7014348,28,false,min-anc-min-in-deg_min-ancestors,52,min-ancestors
min-in-deg-min-anc,439,0.75,0.25,85.71428571428571,1.0,24,1,100.0,1.0,0,5030645,28,false,min-in-deg-min-anc_min-ancestors,52,min-ancestors
rand,440,0.75,0.25,95.83333333333333,1.0,23,1,100.0,1.0,0,4108073,24,true,rand_min-ancestors,47,min-ancestors
min-in-degree,440,0.75,0.25,95.83333333333333,1.0,23,1,100.0,1.0,0,4114999,24,true,min-in-degree_min-ancestors,47,min-ancestors
max-in-degree,440,0.75,0.25,95.83333333333333,1.0,23,1,100.0,1.0,0,5161390,24,true,max-in-degree_min-ancestors,47,min-ancestors
min-ancestors,440,0.75,0.25,95.83333333333333,1.0,23,1,100.0,1.0,0,5313298,24,true,min-ancestors_min-ancestors,47,min-ancestors
max-ancestors,440,0.75,0.25,95.83333333333333,1.0,23,1,100.0,1.0,0,4469624,24,true,max-ancestors_min-ancestors,47,min-ancestors
min-anc-max-in-deg,440,0.75,0.25,95.83333333333333,1.0,23,1,100.0,1.0,0,5191462,24,true,min-anc-max-in-deg_min-ancestors,47,min-ancestors
max-in-deg-min-anc,440,0.75,0.25,95.83333333333333,1.0,23,1,100.0,1.0,0,5192078,24,true,max-in-deg-min-anc_min-ancestors,47,min-ancestors
min-anc-min-in-deg,440,0.75,0.25,95.83333333333333,1.0,23,1,100.0,1.0,0,5179722,24,true,min-anc-min-in-deg_min-ancestors,47,min-ancestors
min-in-deg-min-anc,440,0.75,0.25,95.83333333333333,1.0,23,1,100.0,1.0,0,5612322,24,true,min-in-deg-min-anc_min-ancestors,47,min-ancestors
rand,441,0.75,0.25,91.66666666666667,1.259259259259259,33,1,100.0,1.0,0,13406505,36,false,rand_min-ancestors,89,min-ancestors
min-in-degree,441,0.75,0.25,72.22222222222221,1.0,26,1,100.0,1.0,0,9543076,36,false,min-in-degree_min-ancestors,89,min-ancestors
max-in-degree,441,0.75,0.25,91.66666666666667,1.259259259259259,33,1,100.0,1.0,0,12541572,36,false,max-in-degree_min-ancestors,89,min-ancestors
min-ancestors,441,0.75,0.25,75.0,1.037037037037037,27,1,100.0,1.0,0,10841236,36,false,min-ancestors_min-ancestors,89,min-ancestors
max-ancestors,441,0.75,0.25,91.66666666666667,1.259259259259259,33,1,100.0,1.0,0,13951139,36,false,max-ancestors_min-ancestors,89,min-ancestors
min-anc-max-in-deg,441,0.75,0.25,72.22222222222221,1.0,26,1,100.0,1.0,0,9491915,36,false,min-anc-max-in-deg_min-ancestors,89,min-ancestors
max-in-deg-min-anc,441,0.75,0.25,75.0,1.037037037037037,27,1,100.0,1.0,0,9614383,36,false,max-in-deg-min-anc_min-ancestors,89,min-ancestors
min-anc-min-in-deg,441,0.75,0.25,75.0,1.037037037037037,27,1,100.0,1.0,0,9628269,36,false,min-anc-min-in-deg_min-ancestors,89,min-ancestors
min-in-deg-min-anc,441,0.75,0.25,72.22222222222221,1.0,26,1,100.0,1.0,0,12084608,36,false,min-in-deg-min-anc_min-ancestors,89,min-ancestors
rand,442,0.75,0.25,96.55172413793103,1.0,28,1,100.0,1.0,0,4544170,29,true,rand_min-ancestors,44,min-ancestors
min-in-degree,442,0.75,0.25,96.55172413793103,1.0,28,1,100.0,1.0,0,5397449,29,true,min-in-degree_min-ancestors,44,min-ancestors
max-in-degree,442,0.75,0.25,96.55172413793103,1.0,28,1,100.0,1.0,0,4490359,29,true,max-in-degree_min-ancestors,44,min-ancestors
min-ancestors,442,0.75,0.25,96.55172413793103,1.0,28,1,100.0,1.0,0,6130810,29,true,min-ancestors_min-ancestors,44,min-ancestors
max-ancestors,442,0.75,0.25,96.55172413793103,1.0,28,1,100.0,1.0,0,4703325,29,true,max-ancestors_min-ancestors,44,min-ancestors
min-anc-max-in-deg,442,0.75,0.25,96.55172413793103,1.0,28,1,100.0,1.0,0,5211311,29,true,min-anc-max-in-deg_min-ancestors,44,min-ancestors
max-in-deg-min-anc,442,0.75,0.25,96.55172413793103,1.0,28,1,100.0,1.0,0,4633506,29,true,max-in-deg-min-anc_min-ancestors,44,min-ancestors
min-anc-min-in-deg,442,0.75,0.25,96.55172413793103,1.0,28,1,100.0,1.0,0,5392925,29,true,min-anc-min-in-deg_min-ancestors,44,min-ancestors
min-in-deg-min-anc,442,0.75,0.25,96.55172413793103,1.0,28,1,100.0,1.0,0,5376522,29,true,min-in-deg-min-anc_min-ancestors,44,min-ancestors
rand,443,0.75,0.25,40.67796610169492,2.777777777777778,24,1,100.0,1.0,0,13261846,59,false,rand_min-ancestors,93,min-ancestors
min-in-degree,443,0.75,0.25,91.52542372881356,6.111111111111111,54,1,100.0,1.0,0,27907771,59,false,min-in-degree_min-ancestors,93,min-ancestors
max-in-degree,443,0.75,0.25,13.55932203389831,1.0,8,1,100.0,1.0,0,6059387,59,false,max-in-degree_min-ancestors,93,min-ancestors
min-ancestors,443,0.75,0.25,13.55932203389831,1.0,8,1,100.0,1.0,0,6970642,59,false,min-ancestors_min-ancestors,93,min-ancestors
max-ancestors,443,0.75,0.25,40.67796610169492,2.777777777777778,24,1,100.0,1.0,0,18684359,59,false,max-ancestors_min-ancestors,93,min-ancestors
min-anc-max-in-deg,443,0.75,0.25,13.55932203389831,1.0,8,1,100.0,1.0,0,5499445,59,false,min-anc-max-in-deg_min-ancestors,93,min-ancestors
max-in-deg-min-anc,443,0.75,0.25,13.55932203389831,1.0,8,1,100.0,1.0,0,5479041,59,false,max-in-deg-min-anc_min-ancestors,93,min-ancestors
min-anc-min-in-deg,443,0.75,0.25,13.55932203389831,1.0,8,1,100.0,1.0,0,5465014,59,false,min-anc-min-in-deg_min-ancestors,93,min-ancestors
min-in-deg-min-anc,443,0.75,0.25,13.55932203389831,1.0,8,1,100.0,1.0,0,6382192,59,false,min-in-deg-min-anc_min-ancestors,93,min-ancestors
rand,444,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,448462,6,true,rand_min-ancestors,8,min-ancestors
min-in-degree,444,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,431496,6,true,min-in-degree_min-ancestors,8,min-ancestors
max-in-degree,444,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,426248,6,true,max-in-degree_min-ancestors,8,min-ancestors
min-ancestors,444,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,471200,6,true,min-ancestors_min-ancestors,8,min-ancestors
max-ancestors,444,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,437481,6,true,max-ancestors_min-ancestors,8,min-ancestors
min-anc-max-in-deg,444,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,471487,6,true,min-anc-max-in-deg_min-ancestors,8,min-ancestors
max-in-deg-min-anc,444,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,461230,6,true,max-in-deg-min-anc_min-ancestors,8,min-ancestors
min-anc-min-in-deg,444,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,466528,6,true,min-anc-min-in-deg_min-ancestors,8,min-ancestors
min-in-deg-min-anc,444,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,467007,6,true,min-in-deg-min-anc_min-ancestors,8,min-ancestors
rand,445,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,384860,6,true,rand_min-ancestors,6,min-ancestors
min-in-degree,445,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,375049,6,true,min-in-degree_min-ancestors,6,min-ancestors
max-in-degree,445,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,368760,6,true,max-in-degree_min-ancestors,6,min-ancestors
min-ancestors,445,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,369828,6,true,min-ancestors_min-ancestors,6,min-ancestors
max-ancestors,445,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,368669,6,true,max-ancestors_min-ancestors,6,min-ancestors
min-anc-max-in-deg,445,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,376756,6,true,min-anc-max-in-deg_min-ancestors,6,min-ancestors
max-in-deg-min-anc,445,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,388858,6,true,max-in-deg-min-anc_min-ancestors,6,min-ancestors
min-anc-min-in-deg,445,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,378671,6,true,min-anc-min-in-deg_min-ancestors,6,min-ancestors
min-in-deg-min-anc,445,0.75,0.25,83.33333333333333,1.0,5,1,100.0,1.0,0,376486,6,true,min-in-deg-min-anc_min-ancestors,6,min-ancestors
rand,446,0.75,0.25,45.28301886792453,1.0,24,1,100.0,1.0,0,8583367,53,true,rand_min-ancestors,109,min-ancestors
min-in-degree,446,0.75,0.25,45.28301886792453,1.0,24,1,100.0,1.0,0,9321791,53,true,min-in-degree_min-ancestors,109,min-ancestors
max-in-degree,446,0.75,0.25,45.28301886792453,1.0,24,1,100.0,1.0,0,8672898,53,true,max-in-degree_min-ancestors,109,min-ancestors
min-ancestors,446,0.75,0.25,45.28301886792453,1.0,24,1,100.0,1.0,0,8764364,53,true,min-ancestors_min-ancestors,109,min-ancestors
max-ancestors,446,0.75,0.25,45.28301886792453,1.0,24,1,100.0,1.0,0,9356048,53,true,max-ancestors_min-ancestors,109,min-ancestors
min-anc-max-in-deg,446,0.75,0.25,45.28301886792453,1.0,24,1,100.0,1.0,0,9025145,53,true,min-anc-max-in-deg_min-ancestors,109,min-ancestors
max-in-deg-min-anc,446,0.75,0.25,45.28301886792453,1.0,24,1,100.0,1.0,0,8683197,53,true,max-in-deg-min-anc_min-ancestors,109,min-ancestors
min-anc-min-in-deg,446,0.75,0.25,45.28301886792453,1.0,24,1,100.0,1.0,0,8694539,53,true,min-anc-min-in-deg_min-ancestors,109,min-ancestors
min-in-deg-min-anc,446,0.75,0.25,45.28301886792453,1.0,24,1,100.0,1.0,0,8728078,53,true,min-in-deg-min-anc_min-ancestors,109,min-ancestors
rand,447,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,223800,9,true,rand_min-ancestors,9,min-ancestors
min-in-degree,447,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,242520,9,true,min-in-degree_min-ancestors,9,min-ancestors
max-in-degree,447,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,215481,9,true,max-in-degree_min-ancestors,9,min-ancestors
min-ancestors,447,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,204657,9,true,min-ancestors_min-ancestors,9,min-ancestors
max-ancestors,447,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,203274,9,true,max-ancestors_min-ancestors,9,min-ancestors
min-anc-max-in-deg,447,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,216709,9,true,min-anc-max-in-deg_min-ancestors,9,min-ancestors
max-in-deg-min-anc,447,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,217327,9,true,max-in-deg-min-anc_min-ancestors,9,min-ancestors
min-anc-min-in-deg,447,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,211651,9,true,min-anc-min-in-deg_min-ancestors,9,min-ancestors
min-in-deg-min-anc,447,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,205140,9,true,min-in-deg-min-anc_min-ancestors,9,min-ancestors
rand,448,0.75,0.25,57.14285714285714,1.0,4,1,100.0,1.0,0,424350,7,true,rand_min-ancestors,12,min-ancestors
min-in-degree,448,0.75,0.25,57.14285714285714,1.0,4,1,100.0,1.0,0,439535,7,true,min-in-degree_min-ancestors,12,min-ancestors
max-in-degree,448,0.75,0.25,57.14285714285714,1.0,4,1,100.0,1.0,0,405153,7,true,max-in-degree_min-ancestors,12,min-ancestors
min-ancestors,448,0.75,0.25,57.14285714285714,1.0,4,1,100.0,1.0,0,400916,7,true,min-ancestors_min-ancestors,12,min-ancestors
max-ancestors,448,0.75,0.25,57.14285714285714,1.0,4,1,100.0,1.0,0,400730,7,true,max-ancestors_min-ancestors,12,min-ancestors
min-anc-max-in-deg,448,0.75,0.25,57.14285714285714,1.0,4,1,100.0,1.0,0,407204,7,true,min-anc-max-in-deg_min-ancestors,12,min-ancestors
max-in-deg-min-anc,448,0.75,0.25,57.14285714285714,1.0,4,1,100.0,1.0,0,408863,7,true,max-in-deg-min-anc_min-ancestors,12,min-ancestors
min-anc-min-in-deg,448,0.75,0.25,57.14285714285714,1.0,4,1,100.0,1.0,0,404970,7,true,min-anc-min-in-deg_min-ancestors,12,min-ancestors
min-in-deg-min-anc,448,0.75,0.25,57.14285714285714,1.0,4,1,100.0,1.0,0,404460,7,true,min-in-deg-min-anc_min-ancestors,12,min-ancestors
rand,449,0.75,0.25,97.2972972972973,1.0,36,1,100.0,1.0,0,12566147,37,true,rand_min-ancestors,107,min-ancestors
min-in-degree,449,0.75,0.25,97.2972972972973,1.0,36,1,100.0,1.0,0,9326851,37,true,min-in-degree_min-ancestors,107,min-ancestors
max-in-degree,449,0.75,0.25,97.2972972972973,1.0,36,1,100.0,1.0,0,9372866,37,true,max-in-degree_min-ancestors,107,min-ancestors
min-ancestors,449,0.75,0.25,97.2972972972973,1.0,36,1,100.0,1.0,0,9556901,37,true,min-ancestors_min-ancestors,107,min-ancestors
max-ancestors,449,0.75,0.25,97.2972972972973,1.0,36,1,100.0,1.0,0,9854610,37,true,max-ancestors_min-ancestors,107,min-ancestors
min-anc-max-in-deg,449,0.75,0.25,97.2972972972973,1.0,36,1,100.0,1.0,0,9513784,37,true,min-anc-max-in-deg_min-ancestors,107,min-ancestors
max-in-deg-min-anc,449,0.75,0.25,97.2972972972973,1.0,36,1,100.0,1.0,0,9427210,37,true,max-in-deg-min-anc_min-ancestors,107,min-ancestors
min-anc-min-in-deg,449,0.75,0.25,97.2972972972973,1.0,36,1,100.0,1.0,0,9412619,37,true,min-anc-min-in-deg_min-ancestors,107,min-ancestors
min-in-deg-min-anc,449,0.75,0.25,97.2972972972973,1.0,36,1,100.0,1.0,0,9446388,37,true,min-in-deg-min-anc_min-ancestors,107,min-ancestors
rand,450,0.75,0.25,76.66666666666667,1.0,23,1,100.0,1.0,0,5294202,30,true,rand_min-ancestors,33,min-ancestors
min-in-degree,450,0.75,0.25,76.66666666666667,1.0,23,1,100.0,1.0,0,7853623,30,true,min-in-degree_min-ancestors,33,min-ancestors
max-in-degree,450,0.75,0.25,76.66666666666667,1.0,23,1,100.0,1.0,0,4648195,30,true,max-in-degree_min-ancestors,33,min-ancestors
min-ancestors,450,0.75,0.25,76.66666666666667,1.0,23,1,100.0,1.0,0,5784556,30,true,min-ancestors_min-ancestors,33,min-ancestors
max-ancestors,450,0.75,0.25,76.66666666666667,1.0,23,1,100.0,1.0,0,5512420,30,true,max-ancestors_min-ancestors,33,min-ancestors
min-anc-max-in-deg,450,0.75,0.25,76.66666666666667,1.0,23,1,100.0,1.0,0,4726446,30,true,min-anc-max-in-deg_min-ancestors,33,min-ancestors
max-in-deg-min-anc,450,0.75,0.25,76.66666666666667,1.0,23,1,100.0,1.0,0,5365981,30,true,max-in-deg-min-anc_min-ancestors,33,min-ancestors
min-anc-min-in-deg,450,0.75,0.25,76.66666666666667,1.0,23,1,100.0,1.0,0,4751203,30,true,min-anc-min-in-deg_min-ancestors,33,min-ancestors
min-in-deg-min-anc,450,0.75,0.25,76.66666666666667,1.0,23,1,100.0,1.0,0,5603287,30,true,min-in-deg-min-anc_min-ancestors,33,min-ancestors
rand,451,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1833214,11,true,rand_min-ancestors,21,min-ancestors
min-in-degree,451,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1672269,11,true,min-in-degree_min-ancestors,21,min-ancestors
max-in-degree,451,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,2219995,11,true,max-in-degree_min-ancestors,21,min-ancestors
min-ancestors,451,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,2296139,11,true,min-ancestors_min-ancestors,21,min-ancestors
